"","orig.ident","nCount_RNA","nFeature_RNA","Cell","Batch","Group","ExpLibSize","RNA_snn_res.0.8","seurat_clusters"
"Cell290","SeuratProject",66712,8658,"Cell290","Batch1","Group1",66732.2258737806,"0","0"
"Cell291","SeuratProject",67882,8886,"Cell291","Batch1","Group1",67841.0506761967,"5","5"
"Cell292","SeuratProject",61250,8381,"Cell292","Batch1","Group1",61401.6939003539,"4","4"
"Cell293","SeuratProject",69264,8898,"Cell293","Batch1","Group3",69536.9504130973,"5","5"
"Cell294","SeuratProject",55639,8063,"Cell294","Batch1","Group1",55946.0035121381,"6","6"
"Cell295","SeuratProject",58457,8071,"Cell295","Batch1","Group3",58245.5909567416,"0","0"
"Cell296","SeuratProject",65458,8586,"Cell296","Batch1","Group3",65329.1826688686,"1","1"
"Cell297","SeuratProject",42004,7040,"Cell297","Batch1","Group1",42192.2585930238,"1","1"
"Cell298","SeuratProject",67357,8634,"Cell298","Batch1","Group1",67244.6366636196,"6","6"
"Cell299","SeuratProject",41373,6909,"Cell299","Batch1","Group1",40957.8512295946,"0","0"
"Cell300","SeuratProject",79312,9310,"Cell300","Batch1","Group4",78743.7090006586,"5","5"
"Cell301","SeuratProject",66860,8654,"Cell301","Batch1","Group2",66075.228064575,"5","5"
"Cell302","SeuratProject",67210,8724,"Cell302","Batch1","Group1",67595.2107186731,"3","3"
"Cell303","SeuratProject",41097,6846,"Cell303","Batch1","Group1",40704.075894148,"2","2"
"Cell304","SeuratProject",68435,8798,"Cell304","Batch1","Group3",68394.488376044,"1","1"
"Cell305","SeuratProject",73494,9140,"Cell305","Batch1","Group2",73508.6458477096,"0","0"
"Cell306","SeuratProject",71438,8909,"Cell306","Batch1","Group1",72033.0808384185,"0","0"
"Cell307","SeuratProject",73183,9036,"Cell307","Batch1","Group2",73465.9221227704,"2","2"
"Cell308","SeuratProject",65793,8595,"Cell308","Batch1","Group3",65156.3413038831,"4","4"
"Cell309","SeuratProject",69773,8884,"Cell309","Batch1","Group1",70187.0992586563,"0","0"
"Cell310","SeuratProject",57581,8028,"Cell310","Batch1","Group1",56897.734235056,"6","6"
"Cell311","SeuratProject",63665,8559,"Cell311","Batch1","Group2",64060.3209949274,"3","3"
"Cell312","SeuratProject",62125,8545,"Cell312","Batch1","Group3",62319.0908950634,"3","3"
"Cell313","SeuratProject",57550,8044,"Cell313","Batch1","Group3",57679.3825530424,"2","2"
"Cell314","SeuratProject",31674,6001,"Cell314","Batch1","Group2",31620.7825425355,"2","2"
"Cell315","SeuratProject",56474,8108,"Cell315","Batch1","Group1",55947.3456428895,"4","4"
"Cell316","SeuratProject",69170,8834,"Cell316","Batch1","Group2",69048.9054115313,"5","5"
"Cell317","SeuratProject",59924,8220,"Cell317","Batch1","Group3",59967.6836026557,"3","3"
"Cell318","SeuratProject",45616,7216,"Cell318","Batch1","Group4",45542.0935612808,"1","1"
"Cell319","SeuratProject",61468,8336,"Cell319","Batch1","Group4",61768.2237025233,"2","2"
"Cell320","SeuratProject",51868,7691,"Cell320","Batch1","Group1",52385.9520354465,"1","1"
"Cell321","SeuratProject",54507,7964,"Cell321","Batch1","Group2",54624.3673729621,"2","2"
"Cell322","SeuratProject",56185,8023,"Cell322","Batch1","Group3",56382.1498430916,"1","1"
"Cell323","SeuratProject",49536,7616,"Cell323","Batch1","Group3",49817.8714353499,"3","3"
"Cell324","SeuratProject",65478,8629,"Cell324","Batch1","Group1",66030.2971175611,"0","0"
"Cell325","SeuratProject",62880,8449,"Cell325","Batch1","Group1",63638.6764219457,"0","0"
"Cell326","SeuratProject",53201,7779,"Cell326","Batch1","Group1",52793.6296697593,"4","4"
"Cell327","SeuratProject",70587,8918,"Cell327","Batch1","Group1",70003.6406174897,"2","2"
"Cell328","SeuratProject",40011,6863,"Cell328","Batch1","Group2",40045.9088262987,"5","5"
"Cell329","SeuratProject",69251,8843,"Cell329","Batch1","Group4",68510.9015221859,"3","3"
"Cell330","SeuratProject",49973,7650,"Cell330","Batch1","Group1",49701.9183904026,"6","6"
"Cell331","SeuratProject",59166,8244,"Cell331","Batch1","Group2",59418.0533687788,"5","5"
"Cell332","SeuratProject",81330,9434,"Cell332","Batch1","Group1",81241.6231328253,"5","5"
"Cell333","SeuratProject",68254,8783,"Cell333","Batch1","Group1",68241.1810560327,"0","0"
"Cell334","SeuratProject",53347,7780,"Cell334","Batch1","Group1",53200.2386828707,"0","0"
"Cell335","SeuratProject",89530,9829,"Cell335","Batch1","Group3",89707.3244270998,"1","1"
"Cell336","SeuratProject",48884,7636,"Cell336","Batch1","Group1",49258.6560022162,"4","4"
"Cell337","SeuratProject",52374,7837,"Cell337","Batch1","Group1",53043.5474243451,"2","2"
"Cell338","SeuratProject",80358,9470,"Cell338","Batch1","Group1",80172.6551672266,"0","0"
"Cell339","SeuratProject",63705,8520,"Cell339","Batch1","Group3",63066.1667699992,"4","4"
"Cell340","SeuratProject",65649,8584,"Cell340","Batch1","Group4",65507.9884303479,"5","5"
"Cell341","SeuratProject",53644,7821,"Cell341","Batch1","Group1",53749.3614503929,"1","1"
"Cell342","SeuratProject",56862,8000,"Cell342","Batch1","Group1",56383.8519778126,"3","3"
"Cell343","SeuratProject",67993,8750,"Cell343","Batch1","Group2",68522.7420975437,"2","2"
"Cell344","SeuratProject",72043,9017,"Cell344","Batch1","Group1",72308.6253153782,"5","5"
"Cell345","SeuratProject",52971,7892,"Cell345","Batch1","Group1",52571.4226893703,"1","1"
"Cell346","SeuratProject",52250,7826,"Cell346","Batch1","Group3",52176.9276897565,"2","2"
"Cell347","SeuratProject",57820,8175,"Cell347","Batch1","Group3",58434.7632451803,"1","1"
"Cell348","SeuratProject",64135,8503,"Cell348","Batch1","Group1",63618.4653656273,"1","1"
"Cell349","SeuratProject",54244,7913,"Cell349","Batch1","Group1",55704.3327419612,"2","2"
"Cell350","SeuratProject",80283,9473,"Cell350","Batch1","Group1",80482.2229529343,"5","5"
"Cell351","SeuratProject",50197,7645,"Cell351","Batch1","Group3",49943.5405416796,"5","5"
"Cell352","SeuratProject",42082,6918,"Cell352","Batch1","Group4",42036.4360294294,"0","0"
"Cell353","SeuratProject",63891,8499,"Cell353","Batch1","Group3",63410.0540119405,"3","3"
"Cell354","SeuratProject",43647,7211,"Cell354","Batch1","Group2",44487.1943875355,"3","3"
"Cell355","SeuratProject",61932,8297,"Cell355","Batch1","Group3",62038.2559381038,"3","3"
"Cell356","SeuratProject",62736,8479,"Cell356","Batch1","Group3",63477.2973261485,"6","6"
"Cell357","SeuratProject",43480,7059,"Cell357","Batch1","Group1",43993.5817186475,"3","3"
"Cell358","SeuratProject",65031,8519,"Cell358","Batch1","Group4",64337.1859467232,"0","0"
"Cell359","SeuratProject",50116,7710,"Cell359","Batch1","Group3",50026.9712723011,"3","3"
"Cell360","SeuratProject",50712,7534,"Cell360","Batch1","Group1",50338.7936881892,"6","6"
"Cell361","SeuratProject",47987,7483,"Cell361","Batch1","Group1",48354.3875376024,"0","0"
"Cell362","SeuratProject",45727,7251,"Cell362","Batch1","Group2",46036.251560395,"4","4"
"Cell363","SeuratProject",75138,9071,"Cell363","Batch1","Group1",75665.1250615058,"4","4"
"Cell364","SeuratProject",54872,7985,"Cell364","Batch1","Group2",55401.4953271135,"6","6"
"Cell365","SeuratProject",44822,7162,"Cell365","Batch1","Group2",45697.815318659,"1","1"
"Cell366","SeuratProject",67519,8684,"Cell366","Batch1","Group1",65975.169138377,"2","2"
"Cell367","SeuratProject",59150,8227,"Cell367","Batch1","Group2",58862.27094651,"6","6"
"Cell368","SeuratProject",84149,9651,"Cell368","Batch1","Group2",84392.4612146645,"5","5"
"Cell369","SeuratProject",49739,7424,"Cell369","Batch1","Group4",49524.8151594635,"0","0"
"Cell370","SeuratProject",81320,9495,"Cell370","Batch1","Group1",82187.6689497925,"6","6"
"Cell371","SeuratProject",69306,8876,"Cell371","Batch1","Group2",69891.5201085906,"1","1"
"Cell372","SeuratProject",68473,8892,"Cell372","Batch1","Group4",68773.049318167,"2","2"
"Cell373","SeuratProject",31875,6013,"Cell373","Batch1","Group4",31656.4548668542,"0","0"
"Cell374","SeuratProject",58721,8250,"Cell374","Batch1","Group1",59093.640686687,"1","1"
"Cell375","SeuratProject",60254,8185,"Cell375","Batch1","Group3",59825.0039962804,"6","6"
"Cell376","SeuratProject",81504,9498,"Cell376","Batch1","Group4",81831.4512855045,"5","5"
"Cell377","SeuratProject",60485,8304,"Cell377","Batch1","Group1",59699.7687448952,"2","2"
"Cell378","SeuratProject",61967,8418,"Cell378","Batch1","Group1",61289.3829670793,"2","2"
"Cell379","SeuratProject",57237,8036,"Cell379","Batch1","Group1",56866.5069831635,"3","3"
"Cell380","SeuratProject",56222,8087,"Cell380","Batch1","Group4",56253.1179980494,"0","0"
"Cell381","SeuratProject",55044,7887,"Cell381","Batch1","Group2",55447.4805810004,"4","4"
"Cell382","SeuratProject",39501,6830,"Cell382","Batch1","Group1",39883.9780077458,"6","6"
"Cell383","SeuratProject",66119,8586,"Cell383","Batch1","Group1",65550.4347487797,"4","4"
"Cell384","SeuratProject",65244,8654,"Cell384","Batch1","Group1",65032.7913102477,"0","0"
"Cell385","SeuratProject",64000,8549,"Cell385","Batch1","Group1",63759.9121232553,"1","1"
"Cell386","SeuratProject",64014,8526,"Cell386","Batch1","Group2",64674.1568591837,"5","5"
"Cell387","SeuratProject",79918,9325,"Cell387","Batch1","Group1",79755.5045978747,"4","4"
"Cell388","SeuratProject",53793,7882,"Cell388","Batch1","Group4",53715.1982060975,"0","0"
"Cell389","SeuratProject",53390,7737,"Cell389","Batch1","Group4",53974.1666672737,"3","3"
"Cell390","SeuratProject",48227,7514,"Cell390","Batch1","Group1",48302.1601974164,"1","1"
"Cell391","SeuratProject",68841,8846,"Cell391","Batch1","Group3",68221.3512816356,"0","0"
"Cell392","SeuratProject",70485,8849,"Cell392","Batch1","Group1",70516.5647816034,"0","0"
"Cell393","SeuratProject",52670,7805,"Cell393","Batch1","Group3",52760.5237109717,"4","4"
"Cell394","SeuratProject",52175,7727,"Cell394","Batch1","Group3",52018.0644832304,"1","1"
"Cell395","SeuratProject",87489,9731,"Cell395","Batch1","Group1",86060.2431509032,"1","1"
"Cell396","SeuratProject",71380,9094,"Cell396","Batch1","Group2",71498.7454388824,"1","1"
"Cell397","SeuratProject",50766,7637,"Cell397","Batch1","Group1",50644.231032127,"2","2"
"Cell398","SeuratProject",50809,7640,"Cell398","Batch1","Group1",50848.1112635155,"4","4"
"Cell399","SeuratProject",73769,9086,"Cell399","Batch1","Group2",73812.85432626,"1","1"
"Cell400","SeuratProject",53457,7855,"Cell400","Batch1","Group1",52927.6520476035,"3","3"
"Cell401","SeuratProject",69715,8857,"Cell401","Batch1","Group1",70012.8520163968,"0","0"
"Cell402","SeuratProject",54911,7938,"Cell402","Batch1","Group3",54655.5086454215,"0","0"
"Cell403","SeuratProject",45369,7217,"Cell403","Batch1","Group1",45454.0967275738,"3","3"
"Cell404","SeuratProject",71966,8980,"Cell404","Batch1","Group1",72604.2494409875,"5","5"
"Cell405","SeuratProject",57671,8117,"Cell405","Batch1","Group4",57152.7777123105,"0","0"
"Cell406","SeuratProject",85877,9738,"Cell406","Batch1","Group4",86803.983155452,"0","0"
"Cell407","SeuratProject",50760,7693,"Cell407","Batch1","Group1",51436.4827057783,"4","4"
"Cell408","SeuratProject",72056,8950,"Cell408","Batch1","Group1",72203.486609828,"2","2"
"Cell409","SeuratProject",66344,8726,"Cell409","Batch1","Group2",66335.7818225476,"3","3"
"Cell410","SeuratProject",67206,8770,"Cell410","Batch1","Group1",68533.641634583,"0","0"
"Cell411","SeuratProject",68464,8806,"Cell411","Batch1","Group3",68056.595193042,"0","0"
"Cell412","SeuratProject",59166,8189,"Cell412","Batch1","Group2",58817.5232163553,"1","1"
"Cell413","SeuratProject",74527,9101,"Cell413","Batch1","Group2",74019.1373577893,"1","1"
"Cell414","SeuratProject",59467,8198,"Cell414","Batch1","Group2",58814.8867363563,"4","4"
"Cell415","SeuratProject",41462,7038,"Cell415","Batch1","Group1",41829.6448904236,"2","2"
"Cell416","SeuratProject",50006,7550,"Cell416","Batch1","Group4",49909.1208272118,"0","0"
"Cell417","SeuratProject",58995,8196,"Cell417","Batch1","Group3",59806.5850350919,"0","0"
"Cell418","SeuratProject",69774,8925,"Cell418","Batch1","Group4",70215.0432749213,"4","4"
"Cell419","SeuratProject",53016,7963,"Cell419","Batch1","Group1",53550.4935708593,"2","2"
"Cell420","SeuratProject",81568,9507,"Cell420","Batch1","Group2",81729.3916075447,"0","0"
"Cell421","SeuratProject",53787,7867,"Cell421","Batch1","Group3",53723.7945079945,"1","1"
"Cell422","SeuratProject",57665,8210,"Cell422","Batch1","Group1",57709.1769963122,"3","3"
"Cell423","SeuratProject",58972,8245,"Cell423","Batch1","Group3",58629.1788037265,"5","5"
"Cell424","SeuratProject",41687,7009,"Cell424","Batch1","Group2",42145.3292906235,"2","2"
"Cell425","SeuratProject",65914,8633,"Cell425","Batch1","Group2",66126.7338724973,"0","0"
"Cell426","SeuratProject",66626,8606,"Cell426","Batch1","Group2",66931.567502045,"1","1"
"Cell427","SeuratProject",52825,7840,"Cell427","Batch1","Group1",52676.9531734705,"6","6"
"Cell428","SeuratProject",53924,7900,"Cell428","Batch1","Group1",53530.9585661295,"0","0"
"Cell429","SeuratProject",62320,8552,"Cell429","Batch1","Group3",62135.9750100513,"3","3"
"Cell430","SeuratProject",70362,8924,"Cell430","Batch1","Group2",71081.9148078695,"5","5"
"Cell431","SeuratProject",52801,7805,"Cell431","Batch1","Group1",52994.9699646327,"2","2"
"Cell432","SeuratProject",61568,8362,"Cell432","Batch1","Group1",61337.8503348326,"1","1"
"Cell433","SeuratProject",51952,7788,"Cell433","Batch1","Group1",52267.2523495963,"6","6"
"Cell434","SeuratProject",63436,8426,"Cell434","Batch1","Group3",63203.5743050891,"2","2"
"Cell435","SeuratProject",68955,8837,"Cell435","Batch1","Group2",68890.8166414855,"3","3"
"Cell436","SeuratProject",61696,8338,"Cell436","Batch1","Group2",61425.8803355974,"2","2"
"Cell437","SeuratProject",59313,8111,"Cell437","Batch1","Group1",58527.3271901399,"0","0"
"Cell438","SeuratProject",62456,8431,"Cell438","Batch1","Group4",62463.3527928723,"1","1"
"Cell439","SeuratProject",58973,8209,"Cell439","Batch1","Group4",58557.372840966,"1","1"
"Cell440","SeuratProject",50965,7642,"Cell440","Batch1","Group4",50781.4187721823,"2","2"
"Cell441","SeuratProject",36514,6495,"Cell441","Batch1","Group1",36993.6096782907,"0","0"
"Cell442","SeuratProject",50221,7631,"Cell442","Batch1","Group1",50397.6388550928,"0","0"
"Cell443","SeuratProject",60866,8396,"Cell443","Batch1","Group1",60335.614770173,"0","0"
"Cell444","SeuratProject",81276,9453,"Cell444","Batch1","Group4",81901.9098832104,"3","3"
"Cell445","SeuratProject",61371,8345,"Cell445","Batch1","Group3",61230.5503507236,"5","5"
"Cell446","SeuratProject",59495,8219,"Cell446","Batch1","Group1",59939.0960933859,"2","2"
"Cell447","SeuratProject",70163,8889,"Cell447","Batch1","Group1",69768.8453096236,"2","2"
"Cell448","SeuratProject",38786,6651,"Cell448","Batch1","Group3",38729.3566506163,"5","5"
"Cell449","SeuratProject",68766,8779,"Cell449","Batch1","Group1",68665.0066505495,"5","5"
"Cell450","SeuratProject",92872,10023,"Cell450","Batch1","Group3",93394.2569188347,"0","0"
"Cell451","SeuratProject",62589,8576,"Cell451","Batch1","Group2",63459.8113257095,"2","2"
"Cell452","SeuratProject",53729,7836,"Cell452","Batch1","Group4",53336.7687798012,"0","0"
"Cell453","SeuratProject",46841,7412,"Cell453","Batch1","Group2",46826.0266481827,"5","5"
"Cell454","SeuratProject",48001,7443,"Cell454","Batch1","Group1",47710.7431312912,"0","0"
"Cell455","SeuratProject",57132,8123,"Cell455","Batch1","Group2",57169.7354094984,"0","0"
"Cell456","SeuratProject",48265,7454,"Cell456","Batch1","Group3",48486.5434456361,"3","3"
"Cell457","SeuratProject",46536,7470,"Cell457","Batch1","Group2",47055.125328053,"2","2"
"Cell458","SeuratProject",86059,9660,"Cell458","Batch1","Group1",86196.4699334651,"4","4"
"Cell459","SeuratProject",61709,8461,"Cell459","Batch1","Group4",62198.5633643375,"1","1"
"Cell460","SeuratProject",80116,9394,"Cell460","Batch1","Group3",79805.2493698707,"1","1"
"Cell461","SeuratProject",82688,9574,"Cell461","Batch1","Group1",83382.1606600195,"6","6"
"Cell462","SeuratProject",64796,8573,"Cell462","Batch1","Group1",64689.3826505408,"4","4"
"Cell463","SeuratProject",57047,8159,"Cell463","Batch1","Group4",57207.5934165871,"3","3"
"Cell464","SeuratProject",53755,7865,"Cell464","Batch1","Group3",52983.2434228524,"4","4"
"Cell465","SeuratProject",51585,7707,"Cell465","Batch1","Group1",51937.3604800503,"1","1"
"Cell466","SeuratProject",70492,8845,"Cell466","Batch1","Group3",69996.2496224681,"1","1"
"Cell467","SeuratProject",79168,9305,"Cell467","Batch1","Group2",78765.7440501652,"4","4"
"Cell468","SeuratProject",59443,8282,"Cell468","Batch1","Group1",60113.8108311127,"6","6"
"Cell469","SeuratProject",57126,8177,"Cell469","Batch1","Group3",56367.7024289737,"1","1"
"Cell470","SeuratProject",99825,10303,"Cell470","Batch1","Group1",99857.2637206546,"1","1"
"Cell471","SeuratProject",65653,8743,"Cell471","Batch1","Group1",65293.9601119934,"5","5"
"Cell472","SeuratProject",72711,8991,"Cell472","Batch1","Group3",73400.8790844502,"2","2"
"Cell473","SeuratProject",42392,7122,"Cell473","Batch1","Group1",42709.2620232318,"2","2"
"Cell474","SeuratProject",41484,6915,"Cell474","Batch1","Group3",41280.484327622,"1","1"
"Cell475","SeuratProject",76344,9222,"Cell475","Batch1","Group1",75778.8782949276,"0","0"
"Cell476","SeuratProject",50880,7668,"Cell476","Batch1","Group1",50923.3957263202,"0","0"
"Cell477","SeuratProject",45734,7293,"Cell477","Batch1","Group1",45882.6851563068,"2","2"
"Cell478","SeuratProject",74486,9175,"Cell478","Batch1","Group2",74603.0472092007,"0","0"
"Cell479","SeuratProject",67755,8738,"Cell479","Batch1","Group4",67435.8606807868,"1","1"
"Cell480","SeuratProject",69816,8967,"Cell480","Batch1","Group3",69834.8751376694,"2","2"
"Cell481","SeuratProject",63407,8465,"Cell481","Batch1","Group1",63875.2979820009,"1","1"
"Cell482","SeuratProject",59787,8240,"Cell482","Batch1","Group1",60147.7571732604,"5","5"
"Cell483","SeuratProject",84808,9613,"Cell483","Batch1","Group2",83411.0608061653,"2","2"
"Cell484","SeuratProject",68682,8820,"Cell484","Batch1","Group2",68693.07776494,"2","2"
"Cell485","SeuratProject",70776,8938,"Cell485","Batch1","Group3",71880.0042750035,"3","3"
"Cell486","SeuratProject",63719,8545,"Cell486","Batch1","Group2",64287.126225749,"3","3"
"Cell487","SeuratProject",53136,7679,"Cell487","Batch1","Group3",53460.3019092853,"2","2"
"Cell488","SeuratProject",53123,7840,"Cell488","Batch1","Group1",53014.4384121558,"6","6"
"Cell489","SeuratProject",51006,7619,"Cell489","Batch1","Group1",50601.5335572322,"2","2"
"Cell490","SeuratProject",49147,7539,"Cell490","Batch1","Group1",49067.9331500696,"3","3"
"Cell491","SeuratProject",46378,7316,"Cell491","Batch1","Group3",46101.2241409392,"4","4"
"Cell492","SeuratProject",61506,8364,"Cell492","Batch1","Group2",61156.2522902847,"1","1"
"Cell493","SeuratProject",71124,8940,"Cell493","Batch1","Group1",70974.3336995962,"0","0"
"Cell494","SeuratProject",80936,9354,"Cell494","Batch1","Group1",81154.7174145733,"1","1"
"Cell495","SeuratProject",78830,9339,"Cell495","Batch1","Group2",79389.8702869331,"1","1"
"Cell496","SeuratProject",51869,7705,"Cell496","Batch1","Group1",51120.8116068004,"1","1"
"Cell497","SeuratProject",56692,8082,"Cell497","Batch1","Group2",55863.3881033526,"1","1"
"Cell498","SeuratProject",63360,8550,"Cell498","Batch1","Group2",63303.2989801449,"1","1"
"Cell499","SeuratProject",55390,7928,"Cell499","Batch1","Group2",55079.9691332469,"0","0"
"Cell500","SeuratProject",47476,7422,"Cell500","Batch1","Group3",48127.4881297675,"0","0"
"Cell501","SeuratProject",73651,9048,"Cell501","Batch1","Group3",73611.094369055,"0","0"
"Cell502","SeuratProject",45250,7214,"Cell502","Batch1","Group1",44840.2665565637,"4","4"
"Cell503","SeuratProject",59752,8306,"Cell503","Batch1","Group1",59681.9709556089,"6","6"
"Cell504","SeuratProject",53716,7855,"Cell504","Batch1","Group2",53913.6792402695,"5","5"
"Cell505","SeuratProject",74065,9089,"Cell505","Batch1","Group1",73216.9126087892,"0","0"
"Cell506","SeuratProject",49360,7537,"Cell506","Batch1","Group1",48987.3732424752,"6","6"
"Cell507","SeuratProject",62377,8469,"Cell507","Batch1","Group2",62841.8169061581,"5","5"
"Cell508","SeuratProject",49621,7512,"Cell508","Batch1","Group1",48932.5810780133,"4","4"
"Cell509","SeuratProject",60158,8264,"Cell509","Batch1","Group1",60646.8769711073,"3","3"
"Cell510","SeuratProject",75290,9182,"Cell510","Batch1","Group3",75900.8287875712,"1","1"
"Cell511","SeuratProject",46139,7354,"Cell511","Batch1","Group3",46582.4741266376,"6","6"
"Cell512","SeuratProject",56970,8181,"Cell512","Batch1","Group1",57257.9242612286,"0","0"
"Cell513","SeuratProject",61531,8501,"Cell513","Batch1","Group3",62006.6331600691,"1","1"
"Cell514","SeuratProject",72549,9020,"Cell514","Batch1","Group1",73073.1219143242,"3","3"
"Cell515","SeuratProject",62433,8454,"Cell515","Batch1","Group1",63087.9200946291,"4","4"
"Cell516","SeuratProject",77080,9255,"Cell516","Batch1","Group1",78387.0312825893,"4","4"
"Cell517","SeuratProject",61064,8424,"Cell517","Batch1","Group1",60408.3620934725,"2","2"
"Cell518","SeuratProject",49005,7598,"Cell518","Batch1","Group1",49128.4422112993,"2","2"
"Cell519","SeuratProject",61004,8402,"Cell519","Batch1","Group2",61376.2747416719,"1","1"
"Cell520","SeuratProject",85378,9670,"Cell520","Batch1","Group4",85398.5838714538,"2","2"
"Cell521","SeuratProject",48338,7478,"Cell521","Batch1","Group1",48504.263363668,"0","0"
"Cell522","SeuratProject",52291,7795,"Cell522","Batch1","Group1",52193.3260155971,"6","6"
"Cell523","SeuratProject",59319,8236,"Cell523","Batch1","Group3",60183.775357508,"3","3"
"Cell524","SeuratProject",68306,8804,"Cell524","Batch1","Group2",68142.0833281704,"1","1"
"Cell525","SeuratProject",62200,8425,"Cell525","Batch1","Group1",62592.4442881373,"1","1"
"Cell526","SeuratProject",71208,8992,"Cell526","Batch1","Group1",71525.1020804418,"3","3"
"Cell527","SeuratProject",72123,9010,"Cell527","Batch1","Group1",72454.3754141131,"1","1"
"Cell528","SeuratProject",63848,8490,"Cell528","Batch1","Group1",64352.3162263791,"0","0"
"Cell529","SeuratProject",65178,8601,"Cell529","Batch1","Group4",65478.7518772829,"2","2"
"Cell530","SeuratProject",102685,10440,"Cell530","Batch1","Group1",102933.090968021,"1","1"
"Cell531","SeuratProject",56451,8102,"Cell531","Batch1","Group3",56763.0379594047,"0","0"
"Cell532","SeuratProject",72767,8966,"Cell532","Batch1","Group4",73539.0363762576,"0","0"
"Cell533","SeuratProject",34098,6266,"Cell533","Batch1","Group1",34362.7655637059,"3","3"
"Cell534","SeuratProject",54002,7872,"Cell534","Batch1","Group3",54213.4454900279,"4","4"
"Cell535","SeuratProject",72077,9033,"Cell535","Batch1","Group2",71552.0279422616,"1","1"
"Cell536","SeuratProject",55777,8009,"Cell536","Batch1","Group1",55411.5150991407,"0","0"
"Cell537","SeuratProject",74522,9092,"Cell537","Batch1","Group1",74483.1770441333,"5","5"
"Cell538","SeuratProject",96688,10154,"Cell538","Batch1","Group1",96212.3627076502,"6","6"
"Cell539","SeuratProject",60777,8316,"Cell539","Batch1","Group1",60996.5504574901,"6","6"
"Cell540","SeuratProject",70046,8938,"Cell540","Batch1","Group2",70552.9465066948,"3","3"
"Cell541","SeuratProject",69368,8932,"Cell541","Batch1","Group1",69099.392352506,"4","4"
"Cell542","SeuratProject",58843,8137,"Cell542","Batch1","Group1",57932.4320706267,"1","1"
"Cell543","SeuratProject",69900,8896,"Cell543","Batch1","Group3",70236.5103976697,"0","0"
"Cell544","SeuratProject",42673,6996,"Cell544","Batch1","Group3",43251.3226220584,"2","2"
"Cell545","SeuratProject",69079,8819,"Cell545","Batch1","Group3",69016.0340321371,"3","3"
"Cell546","SeuratProject",77312,9207,"Cell546","Batch1","Group3",77401.5130629056,"4","4"
"Cell547","SeuratProject",61873,8471,"Cell547","Batch1","Group1",62294.2404636291,"3","3"
"Cell548","SeuratProject",91445,9940,"Cell548","Batch1","Group4",92202.5264224594,"1","1"
"Cell549","SeuratProject",58023,8201,"Cell549","Batch1","Group3",57947.8008497682,"6","6"
"Cell550","SeuratProject",50825,7630,"Cell550","Batch1","Group1",50724.967426291,"0","0"
"Cell551","SeuratProject",55085,7942,"Cell551","Batch1","Group1",55112.2470203334,"5","5"
"Cell552","SeuratProject",80948,9432,"Cell552","Batch1","Group2",81298.814017793,"1","1"
"Cell553","SeuratProject",48141,7529,"Cell553","Batch1","Group1",48553.6770670908,"4","4"
"Cell554","SeuratProject",63422,8487,"Cell554","Batch1","Group1",62667.0566354572,"0","0"
"Cell555","SeuratProject",51054,7743,"Cell555","Batch1","Group1",51479.8135652904,"6","6"
"Cell556","SeuratProject",79714,9423,"Cell556","Batch1","Group3",79437.5256798526,"3","3"
"Cell557","SeuratProject",76307,9258,"Cell557","Batch1","Group1",76181.6941025597,"2","2"
"Cell558","SeuratProject",67082,8795,"Cell558","Batch1","Group3",67060.429202448,"2","2"
"Cell559","SeuratProject",78268,9386,"Cell559","Batch1","Group2",78555.5652602793,"2","2"
"Cell560","SeuratProject",58161,8173,"Cell560","Batch1","Group3",57524.5994574854,"3","3"
"Cell561","SeuratProject",70041,8865,"Cell561","Batch1","Group1",70055.3969728372,"5","5"
"Cell562","SeuratProject",85947,9623,"Cell562","Batch1","Group2",85673.0195030085,"5","5"
"Cell563","SeuratProject",56266,8066,"Cell563","Batch1","Group3",55862.6542487551,"4","4"
"Cell564","SeuratProject",64669,8640,"Cell564","Batch1","Group2",64571.1538406976,"1","1"
"Cell565","SeuratProject",55592,8044,"Cell565","Batch1","Group1",55719.1491177236,"1","1"
"Cell566","SeuratProject",67598,8733,"Cell566","Batch1","Group2",67082.7719422971,"2","2"
"Cell567","SeuratProject",83571,9569,"Cell567","Batch1","Group1",84669.7304880573,"2","2"
"Cell568","SeuratProject",47294,7397,"Cell568","Batch1","Group1",47241.6843866687,"1","1"
"Cell569","SeuratProject",62136,8332,"Cell569","Batch1","Group1",61779.0731320111,"4","4"
"Cell570","SeuratProject",59674,8359,"Cell570","Batch1","Group2",58428.6508944878,"1","1"
"Cell571","SeuratProject",55271,8019,"Cell571","Batch1","Group2",54833.5140468535,"1","1"
"Cell572","SeuratProject",62115,8419,"Cell572","Batch1","Group3",62235.8026810592,"2","2"
"Cell573","SeuratProject",50870,7674,"Cell573","Batch1","Group1",50116.2165034706,"6","6"
"Cell574","SeuratProject",84203,9648,"Cell574","Batch1","Group4",84468.6994979064,"6","6"
"Cell575","SeuratProject",54940,7911,"Cell575","Batch1","Group2",54943.3033915369,"1","1"
"Cell576","SeuratProject",52292,7798,"Cell576","Batch1","Group1",52176.865294012,"4","4"
"Cell577","SeuratProject",68572,8799,"Cell577","Batch1","Group2",68289.5115234116,"2","2"
"Cell578","SeuratProject",51326,7697,"Cell578","Batch1","Group1",51486.5571790514,"1","1"
"Cell579","SeuratProject",52152,7866,"Cell579","Batch1","Group3",52733.8060873491,"1","1"
